Area,AreaName,Year,AgeGroup,Total,Male,Female
070,Dillingham Census Area,2019,11,286,151,135
070,Dillingham Census Area,2019,12,330,180,150
070,Dillingham Census Area,2019,13,330,192,138
070,Dillingham Census Area,2019,14,204,107,97
070,Dillingham Census Area,2019,15,110,50,60
070,Dillingham Census Area,2019,16,87,51,36
070,Dillingham Census Area,2019,17,55,27,28
070,Dillingham Census Area,2019,18,30,12,18
090,Fairbanks North Star Borough,2019,0,96095,50180,45915
090,Fairbanks North Star Borough,2019,1,6774,3459,3315
090,Fairbanks North Star Borough,2019,2,6708,3454,3254
090,Fairbanks North Star Borough,2019,3,6452,3335,3117
090,Fairbanks North Star Borough,2019,4,6070,3219,2851
090,Fairbanks North Star Borough,2019,5,7937,4639,3298
090,Fairbanks North Star Borough,2019,6,7762,4119,3643
090,Fairbanks North Star Borough,2019,7,7926,4131,3795
090,Fairbanks North Star Borough,2019,8,7161,3747,3414
090,Fairbanks North Star Borough,2019,9,5740,2987,2753
090,Fairbanks North Star Borough,2019,10,5163,2697,2466
090,Fairbanks North Star Borough,2019,11,5239,2665,2574
090,Fairbanks North Star Borough,2019,12,6192,3095,3097
090,Fairbanks North Star Borough,2019,13,5860,2981,2879
090,Fairbanks North Star Borough,2019,14,4635,2426,2209
090,Fairbanks North Star Borough,2019,15,3199,1666,1533
090,Fairbanks North Star Borough,2019,16,1682,863,819
090,Fairbanks North Star Borough,2019,17,858,411,447
090,Fairbanks North Star Borough,2019,18,737,286,451
100,Haines Borough,2019,0,2524,1250,1274
100,Haines Borough,2019,1,121,58,63
100,Haines Borough,2019,2,163,73,90
100,Haines Borough,2019,3,128,72,56
100,Haines Borough,2019,4,112,56,56
100,Haines Borough,2019,5,77,45,32
100,Haines Borough,2019,6,108,57,51
100,Haines Borough,2019,7,138,63,75
100,Haines Borough,2019,8,175,80,95
100,Haines Borough,2019,9,142,73,69
100,Haines Borough,2019,10,137,71,66
100,Haines Borough,2019,11,158,80,78
100,Haines Borough,2019,12,257,130,127
100,Haines Borough,2019,13,264,135,129
100,Haines Borough,2019,14,217,112,105
100,Haines Borough,2019,15,150,75,75
100,Haines Borough,2019,16,87,37,50
100,Haines Borough,2019,17,39,18,21
100,Haines Borough,2019,18,51,15,36
105,Hoonah-Angoon Census Area,2019,0,2155,1138,1017
105,Hoonah-Angoon Census Area,2019,1,114,49,65
105,Hoonah-Angoon Census Area,2019,2,127,66,61
105,Hoonah-Angoon Census Area,2019,3,140,65,75
105,Hoonah-Angoon Census Area,2019,4,100,44,56
105,Hoonah-Angoon Census Area,2019,5,69,33,36
105,Hoonah-Angoon Census Area,2019,6,112,69,43
105,Hoonah-Angoon Census Area,2019,7,110,62,48
105,Hoonah-Angoon Census Area,2019,8,126,62,64
105,Hoonah-Angoon Census Area,2019,9,114,54,60
105,Hoonah-Angoon Census Area,2019,10,119,64,55
105,Hoonah-Angoon Census Area,2019,11,135,75,60
105,Hoonah-Angoon Census Area,2019,12,187,97,90
105,Hoonah-Angoon Census Area,2019,13,207,108,99
105,Hoonah-Angoon Census Area,2019,14,225,119,106
105,Hoonah-Angoon Census Area,2019,15,114,70,44
105,Hoonah-Angoon Census Area,2019,16,83,54,29
105,Hoonah-Angoon Census Area,2019,17,54,37,17
105,Hoonah-Angoon Census Area,2019,18,19,10,9
110,Juneau City and Borough,2019,0,32059,16152,15907
110,Juneau City and Borough,2019,1,1757,872,885
110,Juneau City and Borough,2019,2,1985,1013,972
110,Juneau City and Borough,2019,3,2105,1066,1039
110,Juneau City and Borough,2019,4,1886,980,906
110,Juneau City and Borough,2019,5,1631,849,782
110,Juneau City and Borough,2019,6,2353,1183,1170
110,Juneau City and Borough,2019,7,2555,1283,1272
110,Juneau City and Borough,2019,8,2483,1248,1235
110,Juneau City and Borough,2019,9,2037,1016,1021
110,Juneau City and Borough,2019,10,1976,1018,958
110,Juneau City and Borough,2019,11,2190,1100,1090
110,Juneau City and Borough,2019,12,2398,1232,1166
110,Juneau City and Borough,2019,13,2245,1144,1101
110,Juneau City and Borough,2019,14,1851,902,949
110,Juneau City and Borough,2019,15,1265,679,586
110,Juneau City and Borough,2019,16,648,285,363
110,Juneau City and Borough,2019,17,407,179,228
110,Juneau City and Borough,2019,18,287,103,184
122,Kenai Peninsula Borough,2019,0,58499,30267,28232
122,Kenai Peninsula Borough,2019,1,3476,1751,1725
122,Kenai Peninsula Borough,2019,2,3731,1896,1835
122,Kenai Peninsula Borough,2019,3,3880,1997,1883
122,Kenai Peninsula Borough,2019,4,3433,1784,1649
122,Kenai Peninsula Borough,2019,5,2508,1411,1097
122,Kenai Peninsula Borough,2019,6,3418,1816,1602
122,Kenai Peninsula Borough,2019,7,3666,1865,1801
122,Kenai Peninsula Borough,2019,8,3930,2087,1843
122,Kenai Peninsula Borough,2019,9,3439,1856,1583
122,Kenai Peninsula Borough,2019,10,3367,1694,1673
122,Kenai Peninsula Borough,2019,11,3551,1849,1702
122,Kenai Peninsula Borough,2019,12,4453,2231,2222
122,Kenai Peninsula Borough,2019,13,4817,2411,2406
122,Kenai Peninsula Borough,2019,14,4249,2267,1982
122,Kenai Peninsula Borough,2019,15,2924,1551,1373
122,Kenai Peninsula Borough,2019,16,1946,1008,938
122,Kenai Peninsula Borough,2019,17,928,472,456
122,Kenai Peninsula Borough,2019,18,783,321,462
130,Ketchikan Gateway Borough,2019,0,13798,7015,6783
130,Ketchikan Gateway Borough,2019,1,736,380,356
130,Ketchikan Gateway Borough,2019,2,900,480,420
130,Ketchikan Gateway Borough,2019,3,898,446,452
130,Ketchikan Gateway Borough,2019,4,867,462,405
130,Ketchikan Gateway Borough,2019,5,755,414,341
130,Ketchikan Gateway Borough,2019,6,945,503,442
130,Ketchikan Gateway Borough,2019,7,931,447,484
130,Ketchikan Gateway Borough,2019,8,971,492,479
130,Ketchikan Gateway Borough,2019,9,813,414,399
130,Ketchikan Gateway Borough,2019,10,809,398,411
130,Ketchikan Gateway Borough,2019,11,864,419,445
130,Ketchikan Gateway Borough,2019,12,1050,550,500
130,Ketchikan Gateway Borough,2019,13,1030,503,527
130,Ketchikan Gateway Borough,2019,14,838,429,409
130,Ketchikan Gateway Borough,2019,15,606,284,322
130,Ketchikan Gateway Borough,2019,16,396,210,186
130,Ketchikan Gateway Borough,2019,17,217,112,105
130,Ketchikan Gateway Borough,2019,18,172,72,100
150,Kodiak Island Borough,2019,0,13029,6827,6202
150,Kodiak Island Borough,2019,1,938,491,447
150,Kodiak Island Borough,2019,2,950,495,455
150,Kodiak Island Borough,2019,3,984,510,474
150,Kodiak Island Borough,2019,4,837,464,373
150,Kodiak Island Borough,2019,5,813,451,362
150,Kodiak Island Borough,2019,6,1004,525,479
150,Kodiak Island Borough,2019,7,1018,561,457
150,Kodiak Island Borough,2019,8,920,478,442
150,Kodiak Island Borough,2019,9,771,386,385
150,Kodiak Island Borough,2019,10,709,358,351
150,Kodiak Island Borough,2019,11,759,383,376
150,Kodiak Island Borough,2019,12,913,506,407
150,Kodiak Island Borough,2019,13,877,492,385
150,Kodiak Island Borough,2019,14,623,301,322
150,Kodiak Island Borough,2019,15,444,212,232
150,Kodiak Island Borough,2019,16,242,123,119
150,Kodiak Island Borough,2019,17,124,58,66
150,Kodiak Island Borough,2019,18,103,33,70
158,Kusilvak Census Area,2019,0,8199,4278,3921
158,Kusilvak Census Area,2019,1,884,473,411
158,Kusilvak Census Area,2019,2,908,466,442
158,Kusilvak Census Area,2019,3,930,491,439
158,Kusilvak Census Area,2019,4,786,392,394
158,Kusilvak Census Area,2019,5,691,392,299
158,Kusilvak Census Area,2019,6,719,363,356
158,Kusilvak Census Area,2019,7,619,343,276
158,Kusilvak Census Area,2019,8,413,221,192
158,Kusilvak Census Area,2019,9,321,154,167
158,Kusilvak Census Area,2019,10,319,153,166
158,Kusilvak Census Area,2019,11,361,187,174
158,Kusilvak Census Area,2019,12,407,215,192
158,Kusilvak Census Area,2019,13,323,173,150
158,Kusilvak Census Area,2019,14,217,119,98
158,Kusilvak Census Area,2019,15,149,78,71
158,Kusilvak Census Area,2019,16,66,30,36
158,Kusilvak Census Area,2019,17,36,14,22
158,Kusilvak Census Area,2019,18,50,14,36
164,Lake and Peninsula Borough,2019,0,1625,843,782
164,Lake and Peninsula Borough,2019,1,155,77,78
164,Lake and Peninsula Borough,2019,2,133,70,63
164,Lake and Peninsula Borough,2019,3,127,61,66
164,Lake and Peninsula Borough,2019,4,104,49,55
164,Lake and Peninsula Borough,2019,5,93,44,49
164,Lake and Peninsula Borough,2019,6,120,61,59
164,Lake and Peninsula Borough,2019,7,135,74,61
164,Lake and Peninsula Borough,2019,8,123,52,71
164,Lake and Peninsula Borough,2019,9,86,54,32
164,Lake and Peninsula Borough,2019,10,59,33,26
164,Lake and Peninsula Borough,2019,11,89,46,43
164,Lake and Peninsula Borough,2019,12,125,77,48
164,Lake and Peninsula Borough,2019,13,108,53,55
164,Lake and Peninsula Borough,2019,14,82,46,36
164,Lake and Peninsula Borough,2019,15,35,22,13
164,Lake and Peninsula Borough,2019,16,22,11,11
164,Lake and Peninsula Borough,2019,17,18,11,7
164,Lake and Peninsula Borough,2019,18,11,2,9
170,Matanuska-Susitna Borough,2019,0,106782,54721,52061
170,Matanuska-Susitna Borough,2019,1,7665,3965,3700
170,Matanuska-Susitna Borough,2019,2,8657,4411,4246
170,Matanuska-Susitna Borough,2019,3,8819,4557,4262
170,Matanuska-Susitna Borough,2019,4,7443,3994,3449
170,Matanuska-Susitna Borough,2019,5,5128,2738,2390
170,Matanuska-Susitna Borough,2019,6,6745,3388,3357
170,Matanuska-Susitna Borough,2019,7,7589,3729,3860
170,Matanuska-Susitna Borough,2019,8,7828,4006,3822
170,Matanuska-Susitna Borough,2019,9,6660,3493,3167
170,Matanuska-Susitna Borough,2019,10,6333,3218,3115
170,Matanuska-Susitna Borough,2019,11,6332,3232,3100
170,Matanuska-Susitna Borough,2019,12,7167,3704,3463
170,Matanuska-Susitna Borough,2019,13,6893,3446,3447
170,Matanuska-Susitna Borough,2019,14,5671,2887,2784
170,Matanuska-Susitna Borough,2019,15,3652,1860,1792
170,Matanuska-Susitna Borough,2019,16,2135,1129,1006
170,Matanuska-Susitna Borough,2019,17,1135,562,573
170,Matanuska-Susitna Borough,2019,18,930,402,528
180,Nome Census Area,2019,0,9850,5180,4670
180,Nome Census Area,2019,1,852,397,455
180,Nome Census Area,2019,2,952,505,447
180,Nome Census Area,2019,3,990,536,454
180,Nome Census Area,2019,4,808,434,374
180,Nome Census Area,2019,5,652,354,298
180,Nome Census Area,2019,6,821,421,400
180,Nome Census Area,2019,7,780,394,386
180,Nome Census Area,2019,8,639,338,301
180,Nome Census Area,2019,9,563,302,261
180,Nome Census Area,2019,10,477,249,228
180,Nome Census Area,2019,11,491,291,200
180,Nome Census Area,2019,12,529,266,263
180,Nome Census Area,2019,13,510,265,245
180,Nome Census Area,2019,14,347,192,155
180,Nome Census Area,2019,15,216,137,79
180,Nome Census Area,2019,16,102,41,61
180,Nome Census Area,2019,17,81,38,43
180,Nome Census Area,2019,18,40,20,20
185,North Slope Borough,2019,0,9904,6051,3853
185,North Slope Borough,2019,1,656,334,322
185,North Slope Borough,2019,2,785,396,389
185,North Slope Borough,2019,3,774,401,373
185,North Slope Borough,2019,4,575,299,276
185,North Slope Borough,2019,5,557,335,222
185,North Slope Borough,2019,6,870,508,362
185,North Slope Borough,2019,7,1001,651,350
185,North Slope Borough,2019,8,864,603,261
185,North Slope Borough,2019,9,552,336,216
185,North Slope Borough,2019,10,559,383,176
185,North Slope Borough,2019,11,779,560,219
185,North Slope Borough,2019,12,795,540,255
185,North Slope Borough,2019,13,581,377,204
185,North Slope Borough,2019,14,318,203,115
185,North Slope Borough,2019,15,125,75,50
185,North Slope Borough,2019,16,47,24,23
185,North Slope Borough,2019,17,42,15,27
185,North Slope Borough,2019,18,24,11,13
188,Northwest Arctic Borough,2019,0,7730,4151,3579
188,Northwest Arctic Borough,2019,1,701,350,351
188,Northwest Arctic Borough,2019,2,804,415,389
188,Northwest Arctic Borough,2019,3,795,426,369
188,Northwest Arctic Borough,2019,4,621,331,290
188,Northwest Arctic Borough,2019,5,537,287,250
188,Northwest Arctic Borough,2019,6,599,319,280
188,Northwest Arctic Borough,2019,7,644,357,287
188,Northwest Arctic Borough,2019,8,493,264,229
188,Northwest Arctic Borough,2019,9,372,195,177
188,Northwest Arctic Borough,2019,10,343,185,158
188,Northwest Arctic Borough,2019,11,439,276,163
188,Northwest Arctic Borough,2019,12,435,248,187
188,Northwest Arctic Borough,2019,13,364,199,165
188,Northwest Arctic Borough,2019,14,216,129,87
188,Northwest Arctic Borough,2019,15,177,91,86
188,Northwest Arctic Borough,2019,16,69,33,36
188,Northwest Arctic Borough,2019,17,62,35,27
188,Northwest Arctic Borough,2019,18,59,11,48
195,Petersburg Borough,2019,0,3233,1628,1605
195,Petersburg Borough,2019,1,191,97,94
195,Petersburg Borough,2019,2,229,95,134
195,Petersburg Borough,2019,3,210,108,102
195,Petersburg Borough,2019,4,156,75,81
195,Petersburg Borough,2019,5,125,72,53
195,Petersburg Borough,2019,6,179,83,96
195,Petersburg Borough,2019,7,210,102,108
195,Petersburg Borough,2019,8,212,98,114
195,Petersburg Borough,2019,9,187,90,97
195,Petersburg Borough,2019,10,214,108,106
195,Petersburg Borough,2019,11,187,106,81
195,Petersburg Borough,2019,12,225,119,106
195,Petersburg Borough,2019,13,268,133,135
195,Petersburg Borough,2019,14,241,143,98
195,Petersburg Borough,2019,15,185,88,97
195,Petersburg Borough,2019,16,112,65,47
195,Petersburg Borough,2019,17,47,23,24
195,Petersburg Borough,2019,18,55,23,32
198,Prince of Wales-Hyder Census Area,2019,0,6203,3370,2833
198,Prince of Wales-Hyder Census Area,2019,1,377,214,163
198,Prince of Wales-Hyder Census Area,2019,2,441,210,231
198,Prince of Wales-Hyder Census Area,2019,3,481,258,223
198,Prince of Wales-Hyder Census Area,2019,4,357,213,144
198,Prince of Wales-Hyder Census Area,2019,5,265,148,117
198,Prince of Wales-Hyder Census Area,2019,6,305,156,149
198,Prince of Wales-Hyder Census Area,2019,7,425,195,230
198,Prince of Wales-Hyder Census Area,2019,8,390,212,178
198,Prince of Wales-Hyder Census Area,2019,9,346,189,157
198,Prince of Wales-Hyder Census Area,2019,10,346,192,154
198,Prince of Wales-Hyder Census Area,2019,11,419,229,190
198,Prince of Wales-Hyder Census Area,2019,12,533,315,218
198,Prince of Wales-Hyder Census Area,2019,13,515,251,264
198,Prince of Wales-Hyder Census Area,2019,14,457,273,184
198,Prince of Wales-Hyder Census Area,2019,15,242,147,95
198,Prince of Wales-Hyder Census Area,2019,16,182,103,79
198,Prince of Wales-Hyder Census Area,2019,17,81,43,38
198,Prince of Wales-Hyder Census Area,2019,18,41,22,19
220,Sitka City and Borough,2019,0,8552,4323,4229
220,Sitka City and Borough,2019,1,437,251,186
220,Sitka City and Borough,2019,2,470,257,213
220,Sitka City and Borough,2019,3,581,325,256
220,Sitka City and Borough,2019,4,500,245,255
220,Sitka City and Borough,2019,5,425,229,196
220,Sitka City and Borough,2019,6,600,282,318
220,Sitka City and Borough,2019,7,638,291,347
220,Sitka City and Borough,2019,8,610,325,285
220,Sitka City and Borough,2019,9,578,306,272
220,Sitka City and Borough,2019,10,499,258,241
220,Sitka City and Borough,2019,11,507,250,257
220,Sitka City and Borough,2019,12,632,329,303
220,Sitka City and Borough,2019,13,660,335,325
220,Sitka City and Borough,2019,14,495,236,259
220,Sitka City and Borough,2019,15,347,172,175
220,Sitka City and Borough,2019,16,236,110,126
220,Sitka City and Borough,2019,17,194,77,117
220,Sitka City and Borough,2019,18,143,45,98
230,"Skagway Borough, Municipality",2019,0,1099,545,554
230,"Skagway Borough, Municipality",2019,1,70,28,42
230,"Skagway Borough, Municipality",2019,2,60,42,18
230,"Skagway Borough, Municipality",2019,3,55,28,27
230,"Skagway Borough, Municipality",2019,4,28,15,13
230,"Skagway Borough, Municipality",2019,5,35,15,20
230,"Skagway Borough, Municipality",2019,6,91,38,53
230,"Skagway Borough, Municipality",2019,7,78,33,45
230,"Skagway Borough, Municipality",2019,8,96,51,45
230,"Skagway Borough, Municipality",2019,9,116,58,58
230,"Skagway Borough, Municipality",2019,10,87,42,45
230,"Skagway Borough, Municipality",2019,11,89,50,39
230,"Skagway Borough, Municipality",2019,12,62,37,25
230,"Skagway Borough, Municipality",2019,13,71,42,29
230,"Skagway Borough, Municipality",2019,14,69,32,37
230,"Skagway Borough, Municipality",2019,15,43,22,21
230,"Skagway Borough, Municipality",2019,16,32,6,26
230,"Skagway Borough, Municipality",2019,17,14,6,8
230,"Skagway Borough, Municipality",2019,18,3,0,3
240,Southeast Fairbanks Census Area,2019,0,6900,3779,3121
240,Southeast Fairbanks Census Area,2019,1,422,206,216
240,Southeast Fairbanks Census Area,2019,2,494,254,240
240,Southeast Fairbanks Census Area,2019,3,503,265,238
240,Southeast Fairbanks Census Area,2019,4,432,244,188
240,Southeast Fairbanks Census Area,2019,5,288,148,140
240,Southeast Fairbanks Census Area,2019,6,450,257,193
240,Southeast Fairbanks Census Area,2019,7,516,263,253
240,Southeast Fairbanks Census Area,2019,8,467,269,198
240,Southeast Fairbanks Census Area,2019,9,421,240,181
240,Southeast Fairbanks Census Area,2019,10,415,243,172
240,Southeast Fairbanks Census Area,2019,11,437,231,206
240,Southeast Fairbanks Census Area,2019,12,495,282,213
240,Southeast Fairbanks Census Area,2019,13,483,266,217
240,Southeast Fairbanks Census Area,2019,14,412,264,148
240,Southeast Fairbanks Census Area,2019,15,304,163,141
240,Southeast Fairbanks Census Area,2019,16,167,91,76
240,Southeast Fairbanks Census Area,2019,17,106,61,45
240,Southeast Fairbanks Census Area,2019,18,88,32,56
275,Wrangell City and Borough,2019,0,2406,1205,1201
275,Wrangell City and Borough,2019,1,126,62,64
275,Wrangell City and Borough,2019,2,183,76,107
275,Wrangell City and Borough,2019,3,148,77,71
275,Wrangell City and Borough,2019,4,107,56,51
275,Wrangell City and Borough,2019,5,82,38,44
275,Wrangell City and Borough,2019,6,130,50,80
275,Wrangell City and Borough,2019,7,120,60,60
275,Wrangell City and Borough,2019,8,142,86,56
275,Wrangell City and Borough,2019,9,98,36,62
275,Wrangell City and Borough,2019,10,134,67,67
275,Wrangell City and Borough,2019,11,131,64,67
275,Wrangell City and Borough,2019,12,208,108,100
275,Wrangell City and Borough,2019,13,268,134,134
275,Wrangell City and Borough,2019,14,202,118,84
275,Wrangell City and Borough,2019,15,141,79,62
275,Wrangell City and Borough,2019,16,86,46,40
275,Wrangell City and Borough,2019,17,56,34,22
275,Wrangell City and Borough,2019,18,44,14,30
282,Yakutat City and Borough,2019,0,542,296,246
282,Yakutat City and Borough,2019,1,36,19,17
282,Yakutat City and Borough,2019,2,32,15,17
282,Yakutat City and Borough,2019,3,29,11,18
282,Yakutat City and Borough,2019,4,30,13,17
282,Yakutat City and Borough,2019,5,21,12,9
282,Yakutat City and Borough,2019,6,32,18,14
282,Yakutat City and Borough,2019,7,30,12,18
282,Yakutat City and Borough,2019,8,41,26,15
282,Yakutat City and Borough,2019,9,28,18,10
282,Yakutat City and Borough,2019,10,35,22,13
282,Yakutat City and Borough,2019,11,48,32,16
282,Yakutat City and Borough,2019,12,30,18,12
282,Yakutat City and Borough,2019,13,43,27,16
282,Yakutat City and Borough,2019,14,46,24,22
282,Yakutat City and Borough,2019,15,29,16,13
282,Yakutat City and Borough,2019,16,8,6,2
282,Yakutat City and Borough,2019,17,20,6,14
282,Yakutat City and Borough,2019,18,4,1,3
290,Yukon-Koyukuk Census Area,2019,0,5209,2749,2460
290,Yukon-Koyukuk Census Area,2019,1,378,185,193
290,Yukon-Koyukuk Census Area,2019,2,402,207,195
290,Yukon-Koyukuk Census Area,2019,3,434,224,210
290,Yukon-Koyukuk Census Area,2019,4,344,190,154
290,Yukon-Koyukuk Census Area,2019,5,250,138,112
290,Yukon-Koyukuk Census Area,2019,6,333,173,160
290,Yukon-Koyukuk Census Area,2019,7,355,182,173
290,Yukon-Koyukuk Census Area,2019,8,325,170,155
290,Yukon-Koyukuk Census Area,2019,9,279,150,129
290,Yukon-Koyukuk Census Area,2019,10,256,131,125
290,Yukon-Koyukuk Census Area,2019,11,275,151,124
290,Yukon-Koyukuk Census Area,2019,12,344,185,159
290,Yukon-Koyukuk Census Area,2019,13,434,231,203
290,Yukon-Koyukuk Census Area,2019,14,328,182,146
290,Yukon-Koyukuk Census Area,2019,15,217,110,107
290,Yukon-Koyukuk Census Area,2019,16,115,67,48
290,Yukon-Koyukuk Census Area,2019,17,82,50,32
290,Yukon-Koyukuk Census Area,2019,18,58,23,35
000,Alaska,2020,0,728903,375017,353886
000,Alaska,2020,1,48323,24847,23476
000,Alaska,2020,2,51987,26546,25441
000,Alaska,2020,3,52815,27280,25535
000,Alaska,2020,4,46684,24435,22249
000,Alaska,2020,5,45738,25065,20673
000,Alaska,2020,6,52868,27566,25302
000,Alaska,2020,7,57116,29073,28043
000,Alaska,2020,8,54715,28264,26451
000,Alaska,2020,9,44877,23111,21766
000,Alaska,2020,10,40978,20937,20041
000,Alaska,2020,11,42648,21907,20741
000,Alaska,2020,12,48055,24755,23300
000,Alaska,2020,13,46854,23882,22972
000,Alaska,2020,14,38405,19689,18716
000,Alaska,2020,15,26079,13355,12724
000,Alaska,2020,16,15430,7667,7763
000,Alaska,2020,17,8399,3951,4448
000,Alaska,2020,18,6932,2687,4245
013,Aleutians East Borough,2020,0,2925,1887,1038
013,Aleutians East Borough,2020,1,70,43,27
013,Aleutians East Borough,2020,2,86,34,52
013,Aleutians East Borough,2020,3,91,43,48
013,Aleutians East Borough,2020,4,98,61,37
013,Aleutians East Borough,2020,5,202,149,53
013,Aleutians East Borough,2020,6,165,113,52
013,Aleutians East Borough,2020,7,211,143,68
013,Aleutians East Borough,2020,8,311,197,114
013,Aleutians East Borough,2020,9,253,162,91
013,Aleutians East Borough,2020,10,254,181,73
013,Aleutians East Borough,2020,11,324,225,99
013,Aleutians East Borough,2020,12,397,254,143
013,Aleutians East Borough,2020,13,217,130,87
013,Aleutians East Borough,2020,14,104,69,35
013,Aleutians East Borough,2020,15,82,49,33
013,Aleutians East Borough,2020,16,38,21,17
013,Aleutians East Borough,2020,17,15,10,5
013,Aleutians East Borough,2020,18,7,3,4
016,Aleutians West Census Area,2020,0,5544,3598,1946
016,Aleutians West Census Area,2020,1,214,112,102
016,Aleutians West Census Area,2020,2,249,110,139
016,Aleutians West Census Area,2020,3,238,141,97
016,Aleutians West Census Area,2020,4,232,143,89
016,Aleutians West Census Area,2020,5,274,173,101
016,Aleutians West Census Area,2020,6,480,360,120
016,Aleutians West Census Area,2020,7,492,321,171
016,Aleutians West Census Area,2020,8,510,334,176
016,Aleutians West Census Area,2020,9,473,335,138
016,Aleutians West Census Area,2020,10,394,259,135
016,Aleutians West Census Area,2020,11,605,364,241
016,Aleutians West Census Area,2020,12,517,347,170
016,Aleutians West Census Area,2020,13,427,299,128
016,Aleutians West Census Area,2020,14,293,213,80
016,Aleutians West Census Area,2020,15,106,67,39
016,Aleutians West Census Area,2020,16,21,11,10
016,Aleutians West Census Area,2020,17,10,5,5
016,Aleutians West Census Area,2020,18,9,4,5
020,Anchorage Municipality,2020,0,288970,145203,143767
020,Anchorage Municipality,2020,1,19146,9879,9267
020,Anchorage Municipality,2020,2,19718,10015,9703
020,Anchorage Municipality,2020,3,19791,10263,9528
020,Anchorage Municipality,2020,4,18225,9378,8847
020,Anchorage Municipality,2020,5,20410,10821,9589
020,Anchorage Municipality,2020,6,22950,11820,11130
020,Anchorage Municipality,2020,7,24138,12086,12052
020,Anchorage Municipality,2020,8,22248,11195,11053
020,Anchorage Municipality,2020,9,17902,8896,9006
020,Anchorage Municipality,2020,10,16553,8084,8469
020,Anchorage Municipality,2020,11,16791,8372,8419
020,Anchorage Municipality,2020,12,18343,9078,9265
020,Anchorage Municipality,2020,13,17300,8494,8806
020,Anchorage Municipality,2020,14,14034,6997,7037
020,Anchorage Municipality,2020,15,9511,4675,4836
020,Anchorage Municipality,2020,16,5725,2650,3075
020,Anchorage Municipality,2020,17,3302,1441,1861
020,Anchorage Municipality,2020,18,2883,1059,1824
050,Bethel Census Area,2020,0,17868,9301,8567
050,Bethel Census Area,2020,1,1719,929,790
050,Bethel Census Area,2020,2,1790,931,859
050,Bethel Census Area,2020,3,1716,844,872
050,Bethel Census Area,2020,4,1565,829,736
050,Bethel Census Area,2020,5,1355,716,639
050,Bethel Census Area,2020,6,1473,730,743
050,Bethel Census Area,2020,7,1363,701,662
050,Bethel Census Area,2020,8,1023,523,500
050,Bethel Census Area,2020,9,883,445,438
050,Bethel Census Area,2020,10,830,429,401
050,Bethel Census Area,2020,11,852,487,365
050,Bethel Census Area,2020,12,997,531,466
050,Bethel Census Area,2020,13,838,450,388
050,Bethel Census Area,2020,14,655,366,289
050,Bethel Census Area,2020,15,356,184,172
050,Bethel Census Area,2020,16,261,128,133
050,Bethel Census Area,2020,17,115,57,58
050,Bethel Census Area,2020,18,77,21,56
060,Bristol Bay Borough,2020,0,868,458,410
060,Bristol Bay Borough,2020,1,52,24,28
060,Bristol Bay Borough,2020,2,60,38,22
060,Bristol Bay Borough,2020,3,43,19,24
060,Bristol Bay Borough,2020,4,50,23,27
060,Bristol Bay Borough,2020,5,40,23,17
060,Bristol Bay Borough,2020,6,70,30,40
060,Bristol Bay Borough,2020,7,55,25,30
060,Bristol Bay Borough,2020,8,52,29,23
060,Bristol Bay Borough,2020,9,38,22,16
060,Bristol Bay Borough,2020,10,58,30,28
060,Bristol Bay Borough,2020,11,41,23,18
060,Bristol Bay Borough,2020,12,80,44,36
060,Bristol Bay Borough,2020,13,101,62,39
060,Bristol Bay Borough,2020,14,58,25,33
060,Bristol Bay Borough,2020,15,28,17,11
060,Bristol Bay Borough,2020,16,25,15,10
060,Bristol Bay Borough,2020,17,11,6,5
060,Bristol Bay Borough,2020,18,6,3,3
063,Chugach Census Area,2020,0,6751,3584,3167
063,Chugach Census Area,2020,1,452,230,222
063,Chugach Census Area,2020,2,501,264,237
063,Chugach Census Area,2020,3,452,233,219
063,Chugach Census Area,2020,4,378,218,160
063,Chugach Census Area,2020,5,291,161,130
063,Chugach Census Area,2020,6,501,280,221
063,Chugach Census Area,2020,7,562,304,258
063,Chugach Census Area,2020,8,517,271,246
063,Chugach Census Area,2020,9,440,230,210
063,Chugach Census Area,2020,10,381,201,180
063,Chugach Census Area,2020,11,426,231,195
063,Chugach Census Area,2020,12,497,274,223
063,Chugach Census Area,2020,13,521,269,252
063,Chugach Census Area,2020,14,396,202,194
063,Chugach Census Area,2020,15,215,108,107
063,Chugach Census Area,2020,16,125,71,54
063,Chugach Census Area,2020,17,54,22,32
063,Chugach Census Area,2020,18,42,15,27
066,Copper River Census Area,2020,0,2699,1428,1271
066,Copper River Census Area,2020,1,169,76,93
066,Copper River Census Area,2020,2,196,105,91
066,Copper River Census Area,2020,3,197,97,100
066,Copper River Census Area,2020,4,170,86,84
066,Copper River Census Area,2020,5,98,58,40
066,Copper River Census Area,2020,6,102,51,51
066,Copper River Census Area,2020,7,154,67,87
066,Copper River Census Area,2020,8,183,96,87
066,Copper River Census Area,2020,9,147,76,71
066,Copper River Census Area,2020,10,140,79,61
066,Copper River Census Area,2020,11,182,94,88
066,Copper River Census Area,2020,12,212,115,97
066,Copper River Census Area,2020,13,302,167,135
066,Copper River Census Area,2020,14,179,104,75
066,Copper River Census Area,2020,15,124,71,53
066,Copper River Census Area,2020,16,94,60,34
066,Copper River Census Area,2020,17,37,20,17
066,Copper River Census Area,2020,18,13,6,7
068,Denali Borough,2020,0,1806,966,840
068,Denali Borough,2020,1,87,40,47
